"Name","Live Bytes","Live Objects"
"org.hibernate.engine.jdbc.dialect.internal.DialectResolverSet","16 B (0%)","1 (0%)"
"org.springframework.data.util.NullableUtils$$Lambda$718.0x000000080115d598","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.AbstractTypeResolver[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$297.0x0000000800dc7628","16 B (0%)","1 (0%)"
"java.time.zone.ZoneOffsetTransitionRule[]","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.internal.BasicFormatterImpl","16 B (0%)","1 (0%)"
"org.hibernate.boot.model.naming.PhysicalNamingStrategyStandardImpl","16 B (0%)","1 (0%)"
"org.springframework.http.converter.json.SpringHandlerInstantiator","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultDirtyCheckEventListener","16 B (0%)","1 (0%)"
"java.net.URL$3","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration$$Lambda$549.0x0000000800f0a200","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$225.0x0000000800d27608","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultRefreshEventListener","16 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$CheckedEntrySet","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.DurationToNumberConverter","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$161.0x0000000800c6b660","16 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfLong","16 B (0%)","1 (0%)"
"java.util.logging.Handler[]","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$12","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$11","16 B (0%)","1 (0%)"
"com.example.springbootvvs.ViewController","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$10","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$$Lambda$287.0x0000000800d8fab8","16 B (0%)","1 (0%)"
"org.slf4j.helpers.NOPLoggerFactory","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.AnnotationBasedPersistentProperty$$Lambda$679.0x00000008011531a8","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.ActionQueue$5","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.groups.GroupWithInheritance","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.ActionQueue$6","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.ActionQueue$7","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.ActionQueue$8","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.ActionQueue$1","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.ActionQueue$2","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.ActionQueue$3","16 B (0%)","1 (0%)"
"org.hibernate.internal.SessionFactoryImpl$$Lambda$594.0x0000000801080ab0","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.ActionQueue$4","16 B (0%)","1 (0%)"
"org.springframework.data.repository.util.ReactiveWrappers$$Lambda$377.0x0000000800e27770","16 B (0%)","1 (0%)"
"org.hibernate.tool.hbm2ddl.SingleLineSqlCommandExtractor","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Maps","16 B (0%)","1 (0%)"
"net.bytebuddy.description.method.ParameterList$ForLoadedExecutable$Dispatcher$ForJava8CapableVm","16 B (0%)","1 (0%)"
"org.hibernate.engine.config.internal.ConfigurationServiceInitiator","16 B (0%)","1 (0%)"
"org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter$$Lambda$239.0x0000000800d2de50","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.http.CookieProcessorBase$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda$803.0x00000008011bf788","16 B (0%)","1 (0%)"
"org.hibernate.persister.entity.AbstractEntityPersister$NoopCacheEntryHelper","16 B (0%)","1 (0%)"
"org.apache.tomcat.websocket.server.WsWriteTimeout$EndpointComparator","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator$DropSettingSelector","16 B (0%)","1 (0%)"
"org.springframework.validation.beanvalidation.MethodValidationInterceptor","16 B (0%)","1 (0%)"
"java.rmi.server.RMIClassLoader$2","16 B (0%)","1 (0%)"
"org.hibernate.bytecode.internal.bytebuddy.ByteBuddyState$ProxyDefinitionHelpers$$Lambda$562.0x0000000800f97028","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultSaveOrUpdateEventListener","16 B (0%)","1 (0%)"
"java.lang.ref.Cleaner$1","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyNameAliases$$Lambda$545.0x0000000800efee00","16 B (0%)","1 (0%)"
"org.springframework.data.util.StreamUtils$$Lambda$762.0x000000080118edf0","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.BindHandler$1","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer$$Lambda$276.0x0000000800d83de8","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.spi.ConsoleTarget$1","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.spi.ConsoleTarget$2","16 B (0%)","1 (0%)"
"org.hibernate.hql.spi.id.IdTableSupportStandardImpl","16 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Config$Global$$Lambda$63.0x0000000800baac40","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$168.0x0000000800c76be8","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor$$Lambda$251.0x0000000800d69fc8","16 B (0%)","1 (0%)"
"sun.util.logging.internal.LoggingProviderImpl","16 B (0%)","1 (0%)"
"org.springframework.jdbc.datasource.lookup.SingleDataSourceLookup","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.ShortSignature","16 B (0%)","1 (0%)"
"java.lang.constant.ClassDesc[]","16 B (0%)","1 (0%)"
"org.springframework.core.io.support.DefaultPropertySourceFactory","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$604.0x0000000801123e30","16 B (0%)","1 (0%)"
"org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.http.Rfc6265CookieProcessor","16 B (0%)","1 (0%)"
"sun.net.DefaultProgressMeteringPolicy","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory$$Lambda$328.0x0000000800de9d58","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.DecimalTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.MethodInterceptorGenerator","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassEnhancer$BeanMethodInterceptor","16 B (0%)","1 (0%)"
"java.lang.reflect.Executable$$Lambda$605.0x0000000800fc5cf0","16 B (0%)","1 (0%)"
"sun.rmi.runtime.Log$$Lambda$66.0x0000000800bad058","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.exec.ScriptSourceInputNonExistentImpl","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$VisitedLoggers","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.CharSignature","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPDirectSocketFactory","16 B (0%)","1 (0%)"
"org.springframework.data.repository.util.ReactiveWrappers$$Lambda$724.0x0000000801163a70","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer$$Lambda$272.0x0000000800d81a48","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Pathmatch","16 B (0%)","1 (0%)"
"org.hibernate.validator.resourceloading.PlatformResourceBundleLocator$AggregateResourceBundleControl","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.StaticResourceJars","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.ZonedDateTimeKeyDeserializer","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.NoOp$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor","16 B (0%)","1 (0%)"
"java.util.concurrent.CompletableFuture$AltResult","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.OptionalDoubleValueExtractor","16 B (0%)","1 (0%)"
"java.util.IdentityHashMap$EntrySet","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.ListValueExtractor","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.AnsiOutputApplicationListener$$Lambda$183.0x0000000800ca5eb8","16 B (0%)","1 (0%)"
"org.springframework.data.util.ParameterizedTypeInformation$$Lambda$370.0x0000000800e25378","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.StandardIndexExporter","16 B (0%)","1 (0%)"
"java.util.logging.SimpleFormatter","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassParser$$Lambda$252.0x0000000800d6bc10","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.BeanTypeRegistry$$Lambda$326.0x0000000800de8910","16 B (0%)","1 (0%)"
"java.text.MessageFormat$Field","16 B (0%)","1 (0%)"
"org.springframework.web.method.annotation.ErrorsMethodArgumentResolver","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$83.0x0000000800bcd208","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl","16 B (0%)","1 (0%)"
"org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformResolverInitiator","16 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$$Lambda$48.0x0000000800ba1100","16 B (0%)","1 (0%)"
"com.fasterxml.classmate.members.RawField[]","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.StandardTypeConverter","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$687.0x0000000801154750","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.QualifiedObjectNameFormatterStandardImpl$CatalogSchemaNameFormat","16 B (0%)","1 (0%)"
"javax.management.remote.JMXConnectorServerFactory$$Lambda$58.0x0000000800ba7728","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.JpaEvaluationContextExtension$JpaRootObject","16 B (0%)","1 (0%)"
"java.security.Provider[]","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.VarcharTypeDescriptor","16 B (0%)","1 (0%)"
"org.hibernate.internal.SessionImpl$$Lambda$617.0x0000000801087db8","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.EnableConfigurationPropertiesImportSelector$ConfigurationPropertiesBeanRegistrar$$Lambda$333.0x0000000800dec2b0","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.RealTypeDescriptor","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.DateTypeDescriptor","16 B (0%)","1 (0%)"
"java.net.InetAddress$1","16 B (0%)","1 (0%)"
"net.bytebuddy.TypeCache$SimpleKey","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.NoOpGenerator","16 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Builder$$Lambda$214.0x0000000800cf1d40","16 B (0%)","1 (0%)"
"org.hibernate.service.internal.SessionFactoryServiceRegistryFactoryImpl","16 B (0%)","1 (0%)"
"org.springframework.data.util.Optionals$$Lambda$675.0x00000008011528e0","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.StandardUniqueKeyExporter","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$LoggingProviderAccess","16 B (0%)","1 (0%)"
"org.thymeleaf.processor.comment.ICommentProcessor[]","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.BeanMetaDataImpl$$Lambda$592.0x000000080107f4b0","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator","16 B (0%)","1 (0%)"
"org.hibernate.engine.query.spi.NativeQueryInterpreterInitiator","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$8.0x0000000800b54c48","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$13.0x0000000800b55770","16 B (0%)","1 (0%)"
"org.hibernate.engine.internal.MutableEntityEntryFactory","16 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyBackRefImpl$1","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotatedElementUtils$AlwaysTrueBooleanAnnotationProcessor","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$472.0x0000000800e9ec38","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration$$Lambda$778.0x000000080119a9d0","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$PropertySourceOrderingPostProcessor","16 B (0%)","1 (0%)"
"org.thymeleaf.processor.cdatasection.ICDATASectionProcessor[]","16 B (0%)","1 (0%)"
"org.springframework.boot.orm.jpa.hibernate.SpringPhysicalNamingStrategy","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DefaultDispatcherServletCondition","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.EntityManagerBeanDefinitionRegistrarPostProcessor","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.ThreadContext$EmptyThreadContextStack","16 B (0%)","1 (0%)"
"org.hibernate.dialect.pagination.NoopLimitHandler","16 B (0%)","1 (0%)"
"org.springframework.transaction.event.TransactionalEventListenerFactory","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.PeriodKeyDeserializer","16 B (0%)","1 (0%)"
"jdk.internal.module.ModulePatcher","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodelCacheCleanup","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.descriptor.web.ApplicationParameter[]","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.compat.Jre9Compat","16 B (0%)","1 (0%)"
"org.springframework.core.ResolvableType$EmptyType","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.threads.ThreadPoolExecutor$RejectHandler","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$692.0x0000000801155288","16 B (0%)","1 (0%)"
"org.attoparser.HtmlElements$HtmlElementRepository$ElementComparator","16 B (0%)","1 (0%)"
"org.hibernate.internal.SessionImpl$4","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.VoidDescriptor","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.BasicPersistentEntity$$Lambda$632.0x000000080114aab0","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$267.0x0000000800d776e0","16 B (0%)","1 (0%)"
"org.hibernate.cache.internal.NoCachingRegionFactory","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.CglibSubclassingInstantiationStrategy","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultInitializeCollectionEventListener","16 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathDisk","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$87.0x0000000800bd1bd0","16 B (0%)","1 (0%)"
"com.fasterxml.classmate.members.ResolvedConstructor[]","16 B (0%)","1 (0%)"
"org.springframework.aop.TrueMethodMatcher","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$21.0x0000000800b79968","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$159.0x0000000800c6b230","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor7","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor8","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor9","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor3","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor4","16 B (0%)","1 (0%)"
"org.springframework.data.util.ClassTypeInformation$$Lambda$365.0x0000000800e236b8","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor5","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor6","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor1","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedConstructorAccessor2","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.AbstractServletWebServerFactory$$Lambda$518.0x0000000800ec40c8","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$10.0x0000000800b550c8","16 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.FieldValue$Binder$Delegate","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$143.0x0000000800c59438","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$270.0x0000000800d7eed0","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor34","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor33","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor32","16 B (0%)","1 (0%)"
"org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor31","16 B (0%)","1 (0%)"
"org.springframework.boot.SpringBootBanner","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor38","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor37","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor36","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor35","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor39","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor30","16 B (0%)","1 (0%)"
"java.util.concurrent.atomic.AtomicIntegerArray","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor23","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor22","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor21","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor20","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.std.UUIDSerializer","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor27","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor26","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor25","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor24","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor29","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor28","16 B (0%)","1 (0%)"
"org.thymeleaf.util.ProcessorComparators$PreProcessorPrecedenceComparator","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor12","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor11","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.IterableValueExtractor","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor10","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor16","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor15","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor14","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor13","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor19","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonThymeleafCharacterEscapes","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor18","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor17","16 B (0%)","1 (0%)"
"java.util.stream.Nodes$EmptyNode$OfDouble","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer$CachingMetadataReaderFactoryPostProcessor$$Lambda$241.0x0000000800d3c670","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder","16 B (0%)","1 (0%)"
"org.springframework.data.web.config.EnableSpringDataWebSupport$SpringDataWebConfigurationImportSelector$$Lambda$308.0x0000000800de1780","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.DefaultNamingPolicy","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BitTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.util.ClassUtils$$Lambda$547.0x0000000800e07db8","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.view.ContentNegotiatingViewResolver$1","16 B (0%)","1 (0%)"
"sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.QueryExecutionResultHandler","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$JacksonCodecConfiguration$$Lambda$832.0x00000008011d2d80","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$NoTemplateAvailabilityProvider","16 B (0%)","1 (0%)"
"org.springframework.aop.framework.adapter.DefaultAdvisorAdapterRegistry","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.JsonViewRequestBodyAdvice","16 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathZip","16 B (0%)","1 (0%)"
"org.hibernate.annotations.common.reflection.java.generics.TypeEnvironmentFactory","16 B (0%)","1 (0%)"
"org.springframework.boot.ClearCachesApplicationListener","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$688.0x0000000801154988","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$40.0x0000000800b94b70","16 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyResolverInitiator","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.InstantKeyDeserializer","16 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.assign.primitive.PrimitiveTypeAwareAssigner","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.JpaEvaluationContextExtension","16 B (0%)","1 (0%)"
"org.thymeleaf.templateparser.raw.RawTemplateParser","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$StaticView","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$106.0x0000000800bfa910","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$501.0x0000000800ea2be8","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.CallableMethodReturnValueHandler","16 B (0%)","1 (0%)"
"java.lang.ref.Cleaner","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$22.0x0000000800b79ba0","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.NCharTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.internal.LoadingCache$1","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.JdbcTimestampTypeDescriptor$TimestampMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.MethodLookups$$Lambda$705.0x00000008011579c8","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.expression.NoOpToken","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationUtils$$Lambda$113.0x0000000800c07518","16 B (0%)","1 (0%)"
"org.springframework.data.util.NullableUtils$$Lambda$719.0x000000080115d7e0","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener$ConditionEvaluationReportListener","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$$Lambda$71.0x0000000800baf540","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$298.0x0000000800dbbc00","16 B (0%)","1 (0%)"
"java.lang.Runtime","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.ClobTypeDescriptor$5","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.ClobTypeDescriptor$4","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.ClobTypeDescriptor$3","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.ClobTypeDescriptor$2","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$108.0x0000000800bfad70","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.BeanSerializerModifier[]","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor99","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor98","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor97","16 B (0%)","1 (0%)"
"java.nio.file.Files$AcceptAllFilter","16 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyEmbeddedImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition$BeanSearchSpec$$Lambda$319.0x0000000800de7208","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor92","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor91","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor90","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor96","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor95","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor94","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor93","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor89","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor88","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor87","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor86","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.IsoOffsetFormatter","16 B (0%)","1 (0%)"
"java.beans.EventSetDescriptor[]","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.internal.DDLFormatterImpl","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.SmallIntTypeDescriptor","16 B (0%)","1 (0%)"
"java.util.logging.Logging","16 B (0%)","1 (0%)"
