"Name","Total Time","Total Time (CPU)","Hits"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-4","158,699 ms (-0%)","286 ms (-0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","286 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,699 ms (-0%)","286 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","158,699 ms (-0%)","286 ms (-0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","158,699 ms (-0%)","286 ms (-0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","158,413 ms (-0%)","0.0 ms (0%)","3"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,413 ms (-0%)","0.0 ms (0%)","3"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,413 ms (-0%)","0.0 ms (0%)","3"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,413 ms (-0%)","0.0 ms (0%)","3"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","286 ms (-0%)","286 ms (-0%)","2"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","286 ms (-0%)","286 ms (-0%)","2"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","286 ms (-0%)","286 ms (-0%)","2"
"        org.apache.coyote.AbstractProcessorLight.process ()","286 ms (-0%)","286 ms (-0%)","2"
"         org.apache.coyote.http11.Http11Processor.service ()","286 ms (-0%)","286 ms (-0%)","2"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","286 ms (-0%)","286 ms (-0%)","2"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","286 ms (-0%)","286 ms (-0%)","2"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","286 ms (-0%)","286 ms (-0%)","2"
"             org.apache.catalina.core.StandardHostValve.invoke ()","286 ms (-0%)","286 ms (-0%)","2"
"              org.apache.catalina.core.StandardHostValve.status ()","179 ms (-0%)","179 ms (-0%)","1"
"               org.apache.catalina.core.StandardHostValve.custom ()","179 ms (-0%)","179 ms (-0%)","1"
"                org.apache.catalina.core.ApplicationDispatcher.forward ()","179 ms (-0%)","179 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationDispatcher.doForward ()","179 ms (-0%)","179 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationDispatcher.processRequest ()","179 ms (-0%)","179 ms (-0%)","1"
"                   org.apache.catalina.core.ApplicationDispatcher.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                    org.apache.catalina.core.ApplicationFilterChain.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                      javax.servlet.http.HttpServlet.service ()","179 ms (-0%)","179 ms (-0%)","1"
"                       org.springframework.web.servlet.FrameworkServlet.service ()","179 ms (-0%)","179 ms (-0%)","1"
"                        javax.servlet.http.HttpServlet.service ()","179 ms (-0%)","179 ms (-0%)","1"
"                         org.springframework.web.servlet.FrameworkServlet.doPost ()","179 ms (-0%)","179 ms (-0%)","1"
"                          org.springframework.web.servlet.FrameworkServlet.processRequest ()","179 ms (-0%)","179 ms (-0%)","1"
"                           org.springframework.web.servlet.DispatcherServlet.doService ()","179 ms (-0%)","179 ms (-0%)","1"
"                            org.springframework.web.servlet.DispatcherServlet.doDispatch ()","179 ms (-0%)","179 ms (-0%)","1"
"                             org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                              org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                               org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                 org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite.handleReturnValue ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor.handleReturnValue ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                   org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor.writeWithMessageConverters ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                    org.springframework.http.converter.AbstractGenericHttpMessageConverter.write ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                     org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter.writeInternal ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                      com.fasterxml.jackson.databind.ObjectWriter.writeValue ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                       com.fasterxml.jackson.databind.ObjectWriter$Prefetch.serialize ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                        com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                         com.fasterxml.jackson.databind.ser.DefaultSerializerProvider._serialize ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                          com.fasterxml.jackson.databind.ser.std.MapSerializer.serialize ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                           com.fasterxml.jackson.databind.ser.std.MapSerializer.serialize ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                            com.fasterxml.jackson.databind.ser.std.MapSerializer.serializeFields ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                             com.fasterxml.jackson.databind.ser.std.MapSerializer._findSerializer ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                              com.fasterxml.jackson.databind.ser.std.MapSerializer._findAndAddDynamic ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                               com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap.findAndAddSecondarySerializer ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                com.fasterxml.jackson.databind.SerializerProvider.findValueSerializer ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                 com.fasterxml.jackson.databind.SerializerProvider._createAndCacheUntypedSerializer ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                  com.fasterxml.jackson.databind.SerializerProvider._createUntypedSerializer ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                   com.fasterxml.jackson.databind.ser.BeanSerializerFactory.createSerializer ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                    com.fasterxml.jackson.databind.ser.BeanSerializerFactory._createSerializer2 ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                     com.fasterxml.jackson.databind.ser.BasicSerializerFactory.findSerializerByAnnotations ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                      com.fasterxml.jackson.databind.introspect.BasicBeanDescription.findJsonValueAccessor ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                       com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getJsonValueAccessor ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                        com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.collectAll ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                         com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addFields ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                          com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair.findNameForSerialization ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                           com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findNameForSerialization ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                            java.lang.ClassLoader.loadClass ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             org.springframework.web.servlet.HandlerExecutionChain.applyPreHandle ()","87.8 ms (-0%)","87.8 ms (-0%)","1"
"                              org.springframework.web.servlet.handler.AbstractHandlerMapping$CorsInterceptor.preHandle ()","87.8 ms (-0%)","87.8 ms (-0%)","1"
"                               org.springframework.web.cors.DefaultCorsProcessor.processRequest ()","87.8 ms (-0%)","87.8 ms (-0%)","1"
"                                org.springframework.http.server.ServletServerHttpResponse.<init> ()","87.8 ms (-0%)","87.8 ms (-0%)","1"
"                                 java.lang.ClassLoader.loadClass ()","87.8 ms (-0%)","87.8 ms (-0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","106 ms (-0%)","106 ms (-0%)","1"
"               org.apache.catalina.core.StandardContextValve.invoke ()","106 ms (-0%)","106 ms (-0%)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","106 ms (-0%)","106 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","106 ms (-0%)","106 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                        org.springframework.web.filter.HiddenHttpMethodFilter.doFilterInternal ()","106 ms (-0%)","106 ms (-0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                            org.springframework.web.filter.FormContentFilter.doFilterInternal ()","106 ms (-0%)","106 ms (-0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                               org.springframework.web.filter.OncePerRequestFilter.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                                org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","106 ms (-0%)","106 ms (-0%)","1"
"                                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                                   org.apache.tomcat.websocket.server.WsFilter.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                                    org.apache.catalina.core.ApplicationFilterChain.doFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                                     org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","106 ms (-0%)","106 ms (-0%)","1"
"                                      javax.servlet.http.HttpServlet.service ()","106 ms (-0%)","106 ms (-0%)","1"
"                                       org.springframework.web.servlet.FrameworkServlet.service ()","106 ms (-0%)","106 ms (-0%)","1"
"                                        javax.servlet.http.HttpServlet.service ()","106 ms (-0%)","106 ms (-0%)","1"
"                                         org.springframework.web.servlet.FrameworkServlet.doGet ()","106 ms (-0%)","106 ms (-0%)","1"
"                                          org.springframework.web.servlet.FrameworkServlet.processRequest ()","106 ms (-0%)","106 ms (-0%)","1"
"                                           org.springframework.web.servlet.DispatcherServlet.doService ()","106 ms (-0%)","106 ms (-0%)","1"
"                                            org.springframework.web.servlet.DispatcherServlet.doDispatch ()","106 ms (-0%)","106 ms (-0%)","1"
"                                             org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","106 ms (-0%)","106 ms (-0%)","1"
"                                              org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","106 ms (-0%)","106 ms (-0%)","1"
"                                               org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                 org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                  org.springframework.web.method.support.InvocableHandlerMethod.getMethodArgumentValues ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                   org.springframework.web.method.support.HandlerMethodArgumentResolverComposite.resolveArgument ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                    org.springframework.web.method.annotation.AbstractNamedValueMethodArgumentResolver.resolveArgument ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                     org.springframework.web.bind.support.DefaultDataBinderFactory.createBinder ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                      org.springframework.web.servlet.mvc.method.annotation.ServletRequestDataBinderFactory.createBinderInstance ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                       org.springframework.web.servlet.mvc.method.annotation.ServletRequestDataBinderFactory.createBinderInstance ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                        org.springframework.web.servlet.mvc.method.annotation.ExtendedServletRequestDataBinder.<init> ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                         org.springframework.web.bind.ServletRequestDataBinder.<init> ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                          org.springframework.web.bind.WebDataBinder.<init> ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                           org.springframework.validation.DataBinder.<init> ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                            java.lang.ClassLoader.loadClass ()","106 ms (-0%)","106 ms (-0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-5","158,699 ms (-0%)","179 ms (-0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","179 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,699 ms (-0%)","179 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","158,699 ms (-0%)","179 ms (-0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","158,699 ms (-0%)","179 ms (-0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","158,520 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,520 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,520 ms (-0%)","0.0 ms (0%)","2"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,520 ms (-0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","179 ms (-0%)","179 ms (-0%)","1"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","179 ms (-0%)","179 ms (-0%)","1"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","179 ms (-0%)","179 ms (-0%)","1"
"        org.apache.coyote.AbstractProcessorLight.process ()","179 ms (-0%)","179 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","179 ms (-0%)","179 ms (-0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","179 ms (-0%)","179 ms (-0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"               org.apache.catalina.core.StandardContextValve.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","179 ms (-0%)","179 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                        org.springframework.web.filter.HiddenHttpMethodFilter.doFilterInternal ()","179 ms (-0%)","179 ms (-0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                            org.springframework.web.filter.FormContentFilter.doFilterInternal ()","179 ms (-0%)","179 ms (-0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                               org.springframework.web.filter.OncePerRequestFilter.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                                org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","179 ms (-0%)","179 ms (-0%)","1"
"                                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                                   org.apache.tomcat.websocket.server.WsFilter.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                                    org.apache.catalina.core.ApplicationFilterChain.doFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                                     org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","179 ms (-0%)","179 ms (-0%)","1"
"                                      javax.servlet.http.HttpServlet.service ()","179 ms (-0%)","179 ms (-0%)","1"
"                                       org.springframework.web.servlet.FrameworkServlet.service ()","179 ms (-0%)","179 ms (-0%)","1"
"                                        javax.servlet.http.HttpServlet.service ()","179 ms (-0%)","179 ms (-0%)","1"
"                                         org.springframework.web.servlet.FrameworkServlet.doGet ()","179 ms (-0%)","179 ms (-0%)","1"
"                                          org.springframework.web.servlet.FrameworkServlet.processRequest ()","179 ms (-0%)","179 ms (-0%)","1"
"                                           org.springframework.web.servlet.DispatcherServlet.doService ()","179 ms (-0%)","179 ms (-0%)","1"
"                                            org.springframework.web.servlet.DispatcherServlet.doDispatch ()","179 ms (-0%)","179 ms (-0%)","1"
